categorie,nom,sigle,numero_inscription,date_reconnaissance,adresse_siege,courriel,domaine_intervention,zones_declarees,departements_reconnus,communes_reconnues,pcodes_communes,methode_rattachement,nationalite,nationalite_source,moniteur,source_id,source,date_extraction,statut_valeur,niveau_qualite,version
ONG enregistrées (registre légal),Mission de Vie,MV,A-0037,3-Aug-84,"8, Rue Christophe, Casoleil, Gonaïves, BP 104",,Education; Artisanat; Assistance Sociale,Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,"# 68, 20/9/84",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission des Eglises Baptistes Indépendantes,MEBI,A-0045,,"BP.13338, Delmas",,Education; Santé,Education; Santé,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,"# 68, 26/9/85",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission des Eglises Evangéliques Baptistes Associées,MEEBA,A-0080,2-Apr-86,"28, 2ème Rue Jeune , Delmas 19, BP.2177, P-au-P",,Education; Santé; Assistance Sociale,Education; Santé; Assistance Sociale,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 49 - 19/6/86,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Mission Eglise Baptiste de la Grace Internationale d&#039;Haiti / Grace Mission Baptist International,Inc",GMBCI,B-0531,30-Jun-11,"50,Imp Norgues,Christ Roi",gmbciinternational@yahoo.com,Agriculture / Elevage,"Cabral-Savanette, 1ere Section",,Savanette,HT0633,noms reconnus dans le texte libre des zones déclarées,Dominique,Dominique,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Eglise Chretienne De La Nouvelle Vie d&#039;Haiti,MECNOUVIH,B-0678,,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Evangélique Baptiste du Sud d\&#039;Haïti,MEBSH,A-0115,29-Sep-87,"71,Cayes, BP.1050, P-au-P",,Education; Santé; Assistance Sociale,Sud,Sud,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 10 - 01/2/88,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Evangélique de la Trinité et de la Nouvelle Vie,METNV,A-0062,18-Jun-85,"Cité Drouillard, rue Vulgain # 85, BP.93, P-au-Pèè",,Education; Santé; Assistance Sociale,Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 64 - 12/9/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Evangélique du Nord d\&#039;Haïti,MENH,B-0178,,"Plaine du Nord, Cap-Haïtien",,Education; Agriculture,Nord,Nord,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Evangélique Melchissedeck,MEM,B-0187,,Liancourt (Artibonite),,Agriculture,Artibonite (Liancourt),Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Frères Unis Non Chrismatiques,MFUNC,A-0095,20-Feb-87,"Ave. Roosvelt # 199, BP. 2371, P-au-P",,Education; Santé; Développement Communautaire,Education; Santé; Développement Communautaire,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 43 - 25/5/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Mission Lazarus, Inc",ML,B-0625,1-Feb-17,"#14bis,rue lavenge, delmas19",,"sante, education,assitance sociale",Commune cite soleil,,Cité Soleil,HT0117,noms reconnus dans le texte libre des zones déclarées,Américaine,americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Mennonite en Haïti,MMH,A-0041,21-Aug-84,"Rue Milforte, Carrefour Marin",,Education; Santé; Agriculture,Education; Santé; Agriculture,,,,zones déclarées non reconnues,Américaine,Américaine,#26 - 8/4/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Par La Foi,MPLF,B-0259,6-Jun-97,"9, Rue Verly, Delmas 31",,Agriculture; Santé; Education; Assistance Sociale,Grand&#039;Anse,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Possible,MP,A-0056,21-Jan-85,"62, Ave. Christophe, Apt 1, BP.1203, P-au-P",,Education; Santé,Education; Santé,,,,zones déclarées non reconnues,Américaine,Américaine,# 6 - 21/01/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Pour Christ Inc.,"MPC,INC",A-0021,8-Feb-84,BP.1541,,Education; Santé; Assistance Sociale,Education; Santé; Assistance Sociale,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,"# 37, 28/5/84",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mission Vie et Paix,MVP,B-0380,16-Nov-05,"10, Rue Cassagnol, La Source, Jérémie",,Education; Santé; Agriculture,"Commune Roseaux, Grand&#039;Anse",,Roseaux,HT0832,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Missions d\&#039;Eau Haiti / Water Missions Haiti,MEH / WMH,B-0549,,"3,Blvd Martin 17,La Plaine",haiti@watermissions.org,Eau Potable Assainissement,Nord\&#039;Est Nord\&#039;Ouest Artibonite Centre Sud,Ouest ; Nord ; Artibonite ; Centre ; Sud,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mobilisation Fraternelle pour le Développement,MFD-HAITI,B-0582,,"50, rue saint-Louis Jeanty, RF",mfdhaiti@hotmail.com,eau-assainissement,Petion ville,,Pétion-Ville,HT0114,noms reconnus dans le texte libre des zones déclarées,Haïtienne,HAITIENNE,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mouvement d&#039;appui au Développement de l&#039;homme,MADELH,B-0288,19-Mar-02,"St. Louis du Nord BP. 11200, Carrefour",,Assistance Sociale,St. Louis du Nord,Nord,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mouvement Integration pour la Promotion Sociale,MIPROS,B-0498,8-Feb-11,"7,Santo 14 A4,Croix-des-Bouquets",,Aide au Devt Ass. Humanitaire,Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mouvement pour la Lutte contre la Faim dans le Monde / Movimiento Per la Lotta contro la Fame del Mundo,MLFM,B-0508,31-Mar-11,"46,rue Toussaint Louverture,Les Cayes",info@mlfm.it,Eau et Assainissement,Cayes-Torbeck,,Torbeck,HT0712,noms reconnus dans le texte libre des zones déclarées,Italienne,Italienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mouvement Social des Jeunes d&#039;Haïti,MSJH,B-0200,20-Nov-95,"Rue des Miracles # 53, 3ème. étage, P-au-P, Haïti",,Education,Bas Morne l&#039;Hôpital,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Mouvman Organizasyon Zanmy Lakay,MOZAL,B-0351,15-Apr-04,"82, La Fleur du Chêne (à l&#039;étage)",,Santé,Jérémie,,Jérémie,HT0811,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Movimiento Por La Paz El Desarme Y La Libertad,MPDL,B-0218,22-Jan-96,"22, Rue Jean Baptiste, Canapé-Vert",,Education,Les Cayes,,Les Cayes,HT0711,noms reconnus dans le texte libre des zones déclarées,Espagnole,Espagnole,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Movimondo,MOVIMONDO,B-0364,17-Nov-04,"34, Rue Debussy, Turgeau",,Agriculture,Commune de Carrefour (l&#039;Ouest),Ouest,Carrefour,HT0113,noms reconnus dans le texte libre des zones déclarées,Italienne,Italienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),National Democratic Institute for International Affairs,NDI,B-0421,13-Jul-07,"1, Rue Sérin, Delmas 71, Complexe Lafayette, 2 eme étage #5",,Assistance Technique,Ouest Nippes Nord-Ouest Artibonite Centre,Ouest ; Nord ; Nord-Ouest ; Artibonite ; Centre ; Nippes,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),New England And World Missions,NEW MISSIONS,A-0121,,"Léogane, Blrey Bord de Mer, BP.11107",,Education; Nutrition; Formation Prof.,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Britannique,Anglaise,# 20 - 9/3/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"New Jerusalem Orphanage Center, Inc",NJOC,B-0517,10-May-11,"52,rue Guerrier, Saint Michel de l&#039;Attalaye",,Education,Saint-Michel de l&#039;Attalaye,,,,zones déclarées non reconnues,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),North West Center for Community Development,NWCD,B-0426,10-Oct-07,"13, Grand-Rue, Lapointe des Palmistes, Port-de-paix",,. Assistance Sociale,"Nord-Ouest et Lapointe des Palmistes, La Tortue",Ouest ; Nord ; Nord-Ouest,La Tortue,HT0912,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),North West Haïti Christian Mission,NWHCM,B-0333,21-Aug-03,"7, Hôpital St-Louis du Nord",,Education; Nutrition,Nord-Ouest,Ouest ; Nord ; Nord-Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Nouvelle Aurore,NAU,B-0276,5-Jun-01,"79, Rue Rebecca Pétion-Ville",,. Assistance Sociale,Ouest: Delmas Gressier Croix-des-Bouquets,Ouest,Croix-Des-Bouquets ; Delmas ; Gressier,HT0112 ; HT0116 ; HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Nouvelle Vision des Soins de Sante,NOVISSA,B-0510,31-Mar-11,"35,rue Cadet Jeremie, P-au-Pce",,Sante Aide au Devt,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Nova Hope For Haïti,NHH,B-0410,4-Jan-07,"310, Bourdon, Port-au-Prince",,Santé,Cavaillon,,Cavaillon,HT0733,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oeuvre Baptiste et Agence de Developpement,OBADEV,A-0130,17-Nov-88,"Rue 13 M et N, Cap-Haïtien",,Agriculture; Education; Assistance Sociale,Nord,Nord,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oeuvre de Bienfaisance de Carrefour et de Gressier,OBCG,B-0155,1-Jul-93,"16, route de Rivière Froide, Carrefour",,Santé,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Oeuvres Evangéliques C. Celeste,OECC,A-0106,27-Apr-87,"23ème section Morne à Chandèle, habitation ka Louissaint",,Agriculture; Education; Santé,Agriculture; Education; Santé,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 35 - 27/4/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Office de Concertation pour le Développement,OCODE,B-0205,20-Nov-95,"# 82 Imp. Providence, Rue Laurier, Delmas 48.",,Information des Masses,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),One Vision International,OVI,B-0467,7-Sep-09,"1,Entrée Kaliko Beach,Rte Ntle#1,Km 61",infohaiti@onevisionintl.org,Ass Humanitaire,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,"#6,21/1/2010",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Open Door International Ministries,Inc",ODIM,B-0518,,"2,rue Vaval,Martissant 7,Manigat",myodim@yahoo.com,Assistance Sociale Sante,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Operation Blessing Haiti,OBH,B-0595,3-Feb-16,"6, RUELLE Tamarin, Tabarre 43",,Agriculture Sante,"Lac Azuei, Peligre, Miragôane",,Miragoâne,HT1011,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Operation Double Harvest,ODH,A-0010,17-Nov-83,"Route Nationale # 1 Cazeau, BP.1268, P-au-P",,Agriculture,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 91 - 29/12/83,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Opération Hope for Children of Haïti,OHCH,B-0404,25-Sep-06,"110, Rte Ntle 2, Morne à Bateau, Gressier",,Alphabétisation; Santé; Planing Familial; Hébergement; Environnement,Morne à Bateau Carrefour Grandes Salines,,Carrefour ; Dessalines,HT0113 ; HT0541,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Operations Sodec,OS,A-0082,9-Apr-86,"140, Ave. Martin Luther King, BP.1545, P-au-P sodechopital@hotmail.com www.sodecinternational.com",,Santé; Education; Assistance Sociale,Ouest Sud-Est,Ouest ; Sud ; Sud-Est,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 48 - 16/6/86,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Agricole de Développement pour la Production des Paysans Haïtiens,OADEPROPAH,B-0210,29-Nov-95,"Delmas 19, 1ère rue Jeune # 65 bis",,Agriculture,Gros-Morne,,Gros Morne,HT0521,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Canadienne pour le Developpement et la Paix / Canadian Organization for Developpement and Peace,OCCDP,B-0556,14-Nov-11,"31, Rue Rebecca Petion-Ville",info@devp.org,Agriculture,Duval/Lespinasse/Donte/Grande Savane,,,,zones déclarées non reconnues,Canadienne,Canadienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Chrétienne Le Bon Sauveur,OCBS,B-0237,10-Apr-96,"168, Rue Monseigneur Guilloux",,Assistances Sociales,Artibonite (Commune de Dessalines),Artibonite,Dessalines,HT0541,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Chrétienne pour le Développement Social,OCDS,B-0194,18-Aug-95,"1, Rue St. Lot, Imp. Puceron, Delmas 18",,Santé; Agriculture; Education,Haïti,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation de Développement de Meyer,ODM,B-0160,8-Aug-93,"Meyer, Grand-Goave ou 17 Ave. Magny, P-au-P",,Education; Santé; Développement Communautaire; Agriculture,Meyer,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation de Développement et d&#039;Education Evangélique,ODEE,B-0161,13-Aug-93,,,,,,,,aucune zone déclarée au registre,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation de Développement et de Lutte contre la Pauvreté,ODELPA,B-0598,,"77, blv 15 octobre, tabarre 51",odelpa2007@yahoo.fr,assistance sociale,tabarre,,Tabarre,HT0118,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation de l\&#039;Union Haïtienne,OUH,B-0464,13-Nov-02,,,,,,,,aucune zone déclarée au registre,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation de la Mission Evanagélique Salem,OMES,B-0172,10-Apr-95,"58, Thor 65, Carrefour",,Santé; Agriculture; Education,Léogane,,Léogâne,HT0121,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation de Projets Humanitaires pour Haïti,OPHH,B-0152,15-Jun-93,"23, rue Marcelin, P-au-P",,Education; Santé; Développement Communautaire,Education; Santé; Développement Communautaire,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Des Visionnaires Devoues Pour Un Developpement De Haute Modernisation,OVDDHMO,B-0675,,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Espoir Continu pour Haiti,OECH,B-0538,3-Aug-11,"6, Bigot 8eme Section des orangers,Bainet",,Education Sante Environnement,Bainet Arniquet Miragoane,,Arniquet ; Bainet ; Miragoâne,HT0221 ; HT0723 ; HT1011,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Haïtienne pour la Réhabilitation des Handicapés,OHRHA,B-0265,17-May-99,"1, Santo 9, Croix-des-Bouquets, Rte Ntle 3",,Assistance Sociale,Ouest Croix-des-Bouquets,Ouest,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Holiness pour le Développement Spirituel et Social,OHPODES,B-0375,5-Jul-05,"42, Rue Rémy, Delmas 32",,Assistance Sociale,"Ouest (P-a-P, Tabarre, Delmas) Centre(Hinche, Caracole) Sud-Est (Jacmel, Vallée de Jacmel)",Ouest ; Centre ; Sud ; Sud-Est,Caracol ; Delmas ; Hinche ; Jacmel ; Tabarre,HT0112 ; HT0118 ; HT0211 ; HT0434 ; HT0611,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Le Bon Samaritain,OBS,B-0456,17-Jan-11,"14,Charrier ruelle La Fonda,Rte Nationale#1,Cap-Haitien,Haiti",,Ass Humanitaire,Limbe,,Limbé,HT0361,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Nationale de Développement Economique et Social,ONDES,A-0142,9-May-89,"9, Rue Légitime (Edifice SONAPI), P-au-P",,Santé; Education; Assistance Sociale,Santé; Education; Assistance Sociale,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 36 - 11/5/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Nationale pour l&#039;Alphabétisation et la Formation Professionnelle des Adultes,ONAFPA,B-0180,7-Jun-95,"10, Ruelle Dérival, Carrefour Marin",,,,,,,aucune zone déclarée au registre,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Organisation Nationale pour la Promotion des Haitiens / National Organization for the Advancement of Haitian,Inc.",NOAH,B-0515,28-Apr-11,"19, Santos 14,Croix-des-Bouquets",,Eau et Assainissement,Kenscoff,,Kenscoff,HT0115,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Phare de West Indies,OPWI,B-0427,16-Oct-07,"6, Impasse L&#039;Espérance, Pèlerin 5",,Assistance Sociale,Delmas 12 à Delmas 48,,Delmas,HT0112,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation Pour la Réhabilitation de l&#039;Environnement,ORE,A-0144,16-Jun-89,"BP.2314, P-au-P",,Agriculture,Agriculture,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation pour le Développement de la Commune de Mirebalais,ODECOM,B-0416,7-May-07,"Mirebalais, Local Cantavilla, Haut du Bourg",,Education(Médico-Social); Santé,Mirebalais Saut d\&#039;Eau Boucan Carré Grand Boucan Crête Brulée Gascogne Sarazin,,Boucan Carré ; Grand-Boucan ; Mirebalais,HT0621 ; HT0623 ; HT1032,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Organisation pour le Développement des Paysans Haïtiens,ODEPAH,B-0330,23-Jul-03,"8, Rue Durandis, Faustin 1er, Delmas 75",,Santé Primaire; Education au Développement Rural,Ouest Artibonite Grand&#039;Anse,Ouest ; Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
